INPUT:input	OUTPUT:answer	OUTPUT:Jan_feel	OUTPUT:rationale_1	OUTPUT:rationale_2	OUTPUT:rationale_3	OUTPUT:rationale_4	OUTPUT:rationale_5	OUTPUT:answer_Angry	OUTPUT:kendall_feel	OUTPUT:answer_in_love	OUTPUT:agree_with_ai_1	OUTPUT:agree_with_ai_2	OUTPUT:agree_with_ai_3	OUTPUT:agree_with_ai_4	OUTPUT:agree_with_ai_5	OUTPUT:last_page_screenshot	OUTPUT:rationale_1_original	OUTPUT:rationale_2_original	OUTPUT:rationale_3_original	OUTPUT:rationale_4_original	OUTPUT:rationale_5_original	GOLDEN:answer	GOLDEN:Jan_feel	GOLDEN:rationale_1	GOLDEN:rationale_2	GOLDEN:rationale_3	GOLDEN:rationale_4	GOLDEN:rationale_5	GOLDEN:answer_Angry	GOLDEN:kendall_feel	GOLDEN:answer_in_love	GOLDEN:agree_with_ai_1	GOLDEN:agree_with_ai_2	GOLDEN:agree_with_ai_3	GOLDEN:agree_with_ai_4	GOLDEN:agree_with_ai_5	GOLDEN:rationale_1_original	GOLDEN:rationale_2_original	GOLDEN:rationale_3_original	GOLDEN:rationale_4_original	GOLDEN:rationale_5_original	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
test	in_love		Yes ofcourse correct AI is always correct and accurate in all situations everytime at anywhere		Correct and accurate answers from AI it's unbelievable and surprising.		Yes my thought was not accurate compared to AI		love_2	clean_home	Yes		Yes		Yes	eu.7a52fcdf-0c48-444a-9683-85050e498cfe	To make their relationship stronger and better understanding of both of them to marry		To impress her by cleaning home and make her to seduce and make me moody and sex with her and marry her		Being loved for cleaning home and kind and humble talk																							https://platform.toloka.ai/task/39724456/00025e25a8--648f0cc079f1853cf1a20e5f	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f0cc079f1853cf1a20e5f	57047a9e6be6f3c8d4b9650d93648f89	APPROVED	2023-06-18T13:55:12.575	+	
test	in_love	Being loved	Cause this is what I feel when I read the text conversation between Jan and Kendall		This is the next step to deepen their relationship and love for each other and for Kendall to assure Jan that his interested with her.	Kendall action in covering Jan shows how deep his affection for her that he wants Jan to be comfortable without disturbing Jans sleep.				talk_to_Jan	Yes		Yes	no		eu.2c296571-0d8f-418d-9eb5-50ae225c3c3a	They both give out positive emotions between each other		Kendall wants to ask Jan for prom which is an opportunity for Kendall to deepen their relationship and not to miss the chance to be Jans date.	Because he covered Jan with a blanket while she's sleeping so she won't get cold																								https://platform.toloka.ai/task/39724456/00025e25a8--648f12b098d4fb06018fbf1f	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f12b098d4fb06018fbf1f	ffc5d2a1ec57e1fdabf2151abf1ca025	APPROVED	2023-06-18T14:20:32.858	+	
test	in_love	Being loved	Because it showing the positive connection with romantic nature and growth of affection		because want to talk for upcoming dance agree 	being loved they feel comfortable 				talk_to_Jan	Yes		Yes	Yes		eu.e78e465a-f0f0-4c8f-9f5f-72a6d65245e7	It involves positive emotions, romantic, connection and deep growth of affection 		talk about the upcoming dance and want to know jan found a date 	being loved both feel comfortable 																								https://platform.toloka.ai/task/39724456/00025e25a8--648f14e66363e5730cbe52c1	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f14e66363e5730cbe52c1	38ea9a70f787a1d4308c43304b6e3140	APPROVED	2023-06-18T14:29:58.919	+	
test	in_love	Being loved	because positive emotions are seen 		because thoughts indicated desire too	There are signs of Kendall trying to look after Jan				talk_to_Jan	Yes		Yes	Yes		eu.58192089-d68c-4c9e-94f9-1144afb42e51	because there are signs of emotions towards Jan 		because its the natural reaction 	because Kendall showed affection towards her																								https://platform.toloka.ai/task/39724456/00025e25a8--648f151579f1853cf1a2b179	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f151579f1853cf1a2b179	a45e6b7cd3f4908c871088958a6e6c6e	APPROVED	2023-06-18T14:30:45.901	+	
test	in_love	Being loved	I agree with option B. Indeed, how Jane and Kendl have mutual feelings.		option b reflects the real state of affairs	Option b describes the real attitude of a guy to a girl.				talk_to_Jan	Yes		Yes	Yes		eu.496977da-421a-48d9-ba60-0e3d020cf2b3	They are in love with each other and there is no reason for anger.		This is not appropriate. It is even insulting for the girl, as it will make her look sloppy and sloppy.	She clearly felt it. She had a dream with her boyfriend.																								https://platform.toloka.ai/task/39724456/00025e25a8--648f1628a1af7c7d84c59a1c	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f1628a1af7c7d84c59a1c	970088d707a268db09af35c1a5e2886b	APPROVED	2023-06-18T14:35:20.440	+	
test	in_love	Being loved	Romantic bond between the two.  Lots of love.		She wanted an answer at that moment.	Love gesture means love. The music also says that.				talk_to_Jan	Yes		Yes	Yes		eu.8867c587-6015-4b53-84e7-1715b2a11736	Because Jan does everything to show her the same feeling.		Because its way more important and she can clean whenever.	Because the gesture of covering him shows love.																								https://platform.toloka.ai/task/39724456/00025e25a8--648f21839da3f310a13b6c6b	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f21839da3f310a13b6c6b	1de9319d8543f4d007074453a8047d8a	APPROVED	2023-06-18T15:23:47.643	+	
test	in_love	Being loved	Vhchvbbv fjfhbfjv fjghjvb gjcgbchbg		Fjfgffggfg chggjgh ghvfjghb ghbcghcghc	Cjghhcgh gjgfhffhh fhcghfghg ghvgjggg				talk_to_Jan	Yes		Yes	Yes		eu.3d171b81-d303-445d-9769-6b3103769ceb	Fjfhvfhcfg fjfhvchh ghfhhdh fjfhvc fjvghchv		Fjfhchhgfhf chfhvgh fjvchgg ghvfhgdf	Gjghvgjh gjghgf gjghnvhnch fhvfjgfhvf																								https://platform.toloka.ai/task/39724456/00025e25a8--648f078408b5135b66ef0f19	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f078408b5135b66ef0f19	59febc352486f8cba224157814ba811a	REJECTED	2023-06-18T13:32:52.700	-	rationales not accurate
test	in_love	Being loved	"Correct and no other indication.
"		Correct. AI has choosen correct.	"Correct ans from the ai.
"				talk_to_Jan	Yes		Yes	Yes		eu.01421d06-b34c-4d09-ac4c-9d2ba9d912ef	Felt Right and no other indication.		No other indication t clean.	Felt Right and no other indication.																								https://platform.toloka.ai/task/39724456/00025e25a8--648f078858db6d22ce898353	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f078858db6d22ce898353	b5329f9413a8795bfc3d45ffbbb1d31a	REJECTED	2023-06-18T13:32:56.439	-	rationale inadequate
test	in_love	Being ignored	There is no indication or connection between Kendall's thoughts and the need to clean Jan's home. The focus is on wanting to talk to Jan,		 of anger in the conversation; positive sentiments and expressions of 	- Kendall's actions of trying to cover Jan with blankets may disturb her sleep				talk_to_Jan	Yes		Yes	Yes		eu.0cefea0e-12d4-4077-ac34-1eff683af425	There is no indication or connection between Kendall's thoughts and the need to clean Jan's home. The focus is on wanting to talk to Jan,		Kendall's thoughts indicate a desire to have a conversation with Jan, possibly about the upcoming dance and wanting to know if Jan has found a date. There is no indication or connection between Kendall's thoughts and the need to clean Jan's home. The focus is on wanting to talk to Jan,	- Kendall's actions of trying to cover Jan with blankets may disturb her sleep																								https://platform.toloka.ai/task/39724456/00025e25a8--648f0792ce8f6852fb5e45e1	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f0792ce8f6852fb5e45e1	e65ae47717edf806eca79fd36e7395ec	REJECTED	2023-06-18T13:33:06.211	-	just copied AI rationale
test	in_love	Being loved	No, because I made the choice for the sake of interest, without much thought		No, because I made the choice for the sake of interest, without much thought	No, because I made the choice for the sake of interest, without much thought				talk_to_Jan	no		Yes	no		eu.3cc1d844-aa81-4766-86ce-c186496f6f89	I wanted to see what would happen.		I wanted to see what would happen.	I wanted to see what would happen.																								https://platform.toloka.ai/task/39724456/00025e25a8--648f08a980e07a75fd7e20d3	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f08a980e07a75fd7e20d3	796463d075fa730cdb4638ca98c687a0	REJECTED	2023-06-18T13:37:45.277	-	did not explain rationale
test	Angry		It is mind loss due many 2nd of time are loss.ok	It is disturbing game.i disturb fully due to this.				Jan_home			no	no				eu.e9b6de6b-4415-4771-a552-501c677b219b	Because it is boring game.because i am not playing are wachting ..	Due to this memory disturb.Human brain are sleep to see this games.																										https://platform.toloka.ai/task/39724456/00025e25a8--648f0b3e30a157283b85436e	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f0b3e30a157283b85436e	4aa00b9fd528db384c3a465b907367ca	REJECTED	2023-06-18T13:48:46.060	-	rationale is not accurate
test	in_love	Being loved	No indication of anger in the conversation between them. positive sentiments and expressions of affection suggest love.		There is no indication or connection between Kendall's thoughts and the need to clean Jan's home.	Kendall's actions of trying to cover Jan with blankets may disturb her sleep,				talk_to_Jan	Yes		Yes	Yes		eu.b100f499-51c7-446c-abf2-94fd5d0dc6e3	Positive emotions, growth, and deep connection indicate a strong romantic bond		Kendall's thoughts indicate a desire to have a conversation with Jan	Kendall's actions of trying to make sure Jan stays warm indicate care and affection, 																								https://platform.toloka.ai/task/39724456/00025e25a8--648f0ec021751921238786e4	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f0ec021751921238786e4	54aede6c3ca3d3ca093628066076335c	REJECTED	2023-06-18T14:03:44.593	-	copied AI rationale
test	in_love	Being loved	Because a.i wrote a beautiful romance 		I agree because It make sense	Because makes more sense to continue the story 				talk_to_Jan	Yes		Yes	Yes		eu.3da42740-5491-4938-897c-55b1c55d410b	Because I like romance. I think that ficcion must to be used to feel well		Because Kendall was in love	Because I think that It make more sense																								https://platform.toloka.ai/task/39724456/00025e25a8--648f0fe46363e5730cbdc7ab	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f0fe46363e5730cbdc7ab	afc43bc88ea7cc7571a4c105cea177e7	REJECTED	2023-06-18T14:08:36.573	-	rationale is not accurate
test	in_love		- Positive emotions, growth, and deep connection indicate a strong romantic bond. 		- There is no indication or connection between Kendall's thoughts and the need to clean Jan's home. The focus is on wanting to talk to Jan, not engage in cleaning activities.		- Kendall's actions of cleaning Jan's home and wanting to create a cozy space for her demonstrate care and love.		love_2	clean_home	Yes		Yes		Yes	eu.ad69dba6-011f-4f74-802e-f61416ea9cb8	- Positive emotions, growth, and deep connection indicate a strong romantic bond. 		- There is no indication or connection between Kendall's thoughts and the need to clean Jan's home. The focus is on wanting to talk to Jan, not engage in cleaning activities.		- Kendall's actions of cleaning Jan's home and wanting to create a cozy space for her demonstrate care and love.																							https://platform.toloka.ai/task/39724456/00025e25a8--648f10831da0c520ee49a1e0	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f10831da0c520ee49a1e0	8a9292812d91dbb7436319e9b38b2252	REJECTED	2023-06-18T14:11:15.949	-	copied Ai rationale
test	in_love	Being loved	No indication of anger in the conversation; positive sentiments and expressions of affection suggest love.		There is no indication or connection between Kendall's thoughts and the need to clean Jan's home. The focus is on wanting to talk to Jan, not engage in cleaning activities.	- Kendall's actions of trying to cover Jan with blankets may disturb her sleep, potentially making her feel ignored or bothered				talk_to_Jan	Yes		Yes	Yes		eu.70b83d83-6be4-4437-90db-f0cea27805e2	Positive emotions, growth, and deep connection indicate a strong romantic bond		Kendall's thoughts indicate a desire to have a conversation with Jan, possibly about the upcoming dance and wanting to know if Jan has found a date.	Kendall's actions of trying to make sure Jan stays warm indicate care and affection, suggesting love and concern for Jan's well-being while she sleeps.																								https://platform.toloka.ai/task/39724456/00025e25a8--648f127fce8f6852fb5fd001	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f127fce8f6852fb5fd001	4d2cb018c82fd1b23d49eac2ef0f2cfb	REJECTED	2023-06-18T14:19:43.668	-	copied AI rationale
test	in_love	Being ignored	" Feeling in love 
- Positive emotions, growth, and deep connection indicate a strong romantic bond. "		" Feeling in love 
- Positive emotions, growth, and deep connection indicate a strong romantic bond. "	" Feeling in love 
- Positive emotions, growth, and deep connection indicate a strong romantic bond. "				talk_to_Jan	Yes		Yes	Yes		eu.c7693244-4cdf-4c4f-9f7c-424f93d9bf62	" Feeling in love 
- Positive emotions, growth, and deep connection indicate a strong romantic bond. "		" Feeling in love 
- Positive emotions, growth, and deep connection indicate a strong romantic bond. "	" Feeling in love 
- Positive emotions, growth, and deep connection indicate a strong romantic bond. "																								https://platform.toloka.ai/task/39724456/00025e25a8--648f1282ce8f6852fb5fd0b3	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f1282ce8f6852fb5fd0b3	146699f75a6cef2aa221b0c55213b6f8	REJECTED	2023-06-18T14:19:46.757	-	rationale is not accurate
test	in_love	Being loved	JHJLQ-EH8Z8I'm not sure which AI game you're referring to. Could you please provide me with more information?		JHJLQ-EH8Z8I'm not sure which AI game you're referring to. Could you please provide me with more information?	JHJLQ-EH8Z8I'm not sure which AI game you're referring to. Could you please provide me with more information?				talk_to_Jan	Yes		Yes	Yes		eu.7ab63b10-409a-466e-a1ae-fda501bced0c	I'm not sure which AI game you're referring to. Could you please provide me with more information?		I'm not sure which AI game you're referring to. Could you please provide me with more information?	I'm not sure which AI game you're referring to. Could you please provide me with more information?																								https://platform.toloka.ai/task/39724456/00025e25a8--648f133730a157283b864733	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f133730a157283b864733	93ff8ebc07a045af2f3d0d9eeaf8cf16	REJECTED	2023-06-18T14:22:47.004	-	rationales are not accurate
test	in_love		everything is very cool I really liked it		everything is very cool I really liked it		everything is very cool I really liked it		Feeling detached	clean_home	Yes		no		no	eu.42104f06-09db-45b5-9e25-971930ed90fe	everything is very cool I really liked it		everything is very cool I really liked it		everything is very cool I really liked it																							https://platform.toloka.ai/task/39724456/00025e25a8--648f149dd7c375249d2ed4f4	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f149dd7c375249d2ed4f4	eb7321dfdfc03811647649868d4e0e05	REJECTED	2023-06-18T14:28:45.317	-	rationale is not accurate
test	in_love	Being loved	Positive emotions and deep connection indicate a strong romantic bond		Kendall's thoughts indicate a desire to have a conversation with Jan, possibly about the upcoming dance and wanting to know if Jan has found a date.	Kendall's actions of trying to make sure Jan stays warm indicate care and affection, suggesting love and concern for Jan's well-being while she sleeps.				talk_to_Jan	Yes		Yes	Yes		eu.0b59ec09-dff1-4183-8e37-6c2cd30cd835	because they loved each other		"Kendall's thoughts indicate a desire to have a conversation with Jan, possibly about the upcoming dance and wanting to know if Jan has found a date.
"	because they love each other																								https://platform.toloka.ai/task/39724456/00025e25a8--648f1d4b1b85d236d9fd8a43	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f1d4b1b85d236d9fd8a43	ba4b3ff6a4f04a3b5e47b435a11590a5	REJECTED	2023-06-18T15:05:47.582	-	rationale is insufficient
test	Angry		sentiments and expressions	sentiments and expressions				Jan hospital			Yes	Yes				eu.4d7cb640-0bc6-4915-8e50-b442abf1fc5b	sentiments and expressions	sentiments and expressions																										https://platform.toloka.ai/task/39724456/00025e25a8--648f1f2f1da0c520ee4b55fc	d7b3d18a-1b6e-476d-9ceb-1750649ad4d7	00025e25a8--648f1f2f1da0c520ee4b55fc	d1c4faf1ce2ed2faa946dcd740076c0a	REJECTED	2023-06-18T15:13:51.498	-	rationale is irrelevant
