INPUT:input	OUTPUT:answer	OUTPUT:Jan_feel	OUTPUT:rationale_1	OUTPUT:rationale_2	OUTPUT:rationale_3	OUTPUT:rationale_4	OUTPUT:rationale_5	OUTPUT:answer_Angry	OUTPUT:kendall_feel	OUTPUT:answer_in_love	OUTPUT:agree_with_ai_1	OUTPUT:agree_with_ai_2	OUTPUT:agree_with_ai_3	OUTPUT:agree_with_ai_4	OUTPUT:agree_with_ai_5	OUTPUT:last_page_screenshot	OUTPUT:rationale_1_original	OUTPUT:rationale_2_original	OUTPUT:rationale_3_original	OUTPUT:rationale_4_original	OUTPUT:rationale_5_original	GOLDEN:answer	GOLDEN:Jan_feel	GOLDEN:rationale_1	GOLDEN:rationale_2	GOLDEN:rationale_3	GOLDEN:rationale_4	GOLDEN:rationale_5	GOLDEN:answer_Angry	GOLDEN:kendall_feel	GOLDEN:answer_in_love	GOLDEN:agree_with_ai_1	GOLDEN:agree_with_ai_2	GOLDEN:agree_with_ai_3	GOLDEN:agree_with_ai_4	GOLDEN:agree_with_ai_5	GOLDEN:rationale_1_original	GOLDEN:rationale_2_original	GOLDEN:rationale_3_original	GOLDEN:rationale_4_original	GOLDEN:rationale_5_original	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
test	in_love	Being loved	Feeling in love		Talk to Jan	A				talk_to_Jan	Yes		Yes	Yes		eu.dadbfff2-724f-4038-8012-d1521449f789	It is so positive		It is more logical	It is more logical																								https://platform.toloka.ai/task/39720104/00025e14a8--648eb821d7c375249d22283b	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648eb821d7c375249d22283b	7a62ff1d94c3ddf7c9524cdfa7ae2d73	REJECTED	2023-06-18T07:54:09.267	-	Rationale is not adequate
test	in_love	Being loved	just press this button		that's my option	becuase is most logical option in my case				talk_to_Jan	Yes		Yes	Yes		eu.568196e2-8e98-45e9-bcd4-4d156a063d94	this is romantic story i guess		i'm not a cleaner of home :)	i wanna go to this way 																								https://platform.toloka.ai/task/39720104/00025e14a8--648eb976ad1f8e1e8e2b7622	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648eb976ad1f8e1e8e2b7622	32b2e803378ccaa32e9b6a67e26d0fc7	REJECTED	2023-06-18T07:59:50.407	-	Rationales are not adequate. 
test	Angry		потому что	потому что				Jan_home			Yes	Yes				eu.312985bf-d0f6-4df0-81e3-e4e6b0ddcea2	потому что	потому что																										https://platform.toloka.ai/task/39720104/00025e14a8--648eba9f6363e5730cb4693a	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648eba9f6363e5730cb4693a	d3d37d00ab688413d932b17833d41ee4	REJECTED	2023-06-18T08:04:47.511	-	Wrong rationales. Please play the game next time before filling in the survey results.
test	in_love	Being ignored	filled		"Evaluate the relevance of the web page to the search query
4.7
Pass the exam with accuracy of 75 or higher to receive payment and get access to further tasks
Instructions
Hide details
0.09$
per task
—
maximum

Take the test
Requested by	Ya.Celaeno"	filled				talk_to_Jan	no		Yes	Yes		eu.832ae1b8-3424-49d1-a6f3-bfe8449b1a5d	filled		"Evaluate the relevance of the web page to the search query
4.7
Pass the exam with accuracy of 75 or higher to receive payment and get access to further tasks
Instructions
Hide details
0.09$
per task
—
maximum

Take the test
Requested by	Ya.Celaeno"	filled																								https://platform.toloka.ai/task/39720104/00025e14a8--648ebb1a8fc91602f78223d9	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648ebb1a8fc91602f78223d9	d07be7a0e362af38a726794f3e908ceb	REJECTED	2023-06-18T08:06:50.941	-	Rationales are not adequate.
test	in_love	Being ignored	promise not to accept undeserved assistance and to abide by		promise not to accept undeserved assistance and to abide by	promise not to accept undeserved assistance and to abide by				talk_to_Jan	Yes		Yes	Yes		eu.de2a31c7-57c1-4287-8394-40e804ed3800	promise not to accept undeserved assistance and to abide by		promise not to accept undeserved assistance and to abide by	promise not to accept undeserved assistance and to abide by																								https://platform.toloka.ai/task/39720104/00025e14a8--648ebb1b1b85d236d9ef453c	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648ebb1b1b85d236d9ef453c	65182b7995d59642916906edae27812e	REJECTED	2023-06-18T08:06:51.246	-	Rationales are not correct.
test	in_love	Being loved	Because nothing is beyond the bond of love.		Because it is stastifing.	They married 				talk_to_Jan	Yes		Yes	Yes		eu.9e79f3c8-35af-4b54-8d75-5702d8eb3700	Because it cherished me most.		Because not having conversations may means nothing.	"Hes in love
"																								https://platform.toloka.ai/task/39720104/00025e14a8--648ebb49ce8f6852fb5327d3	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648ebb49ce8f6852fb5327d3	1b239ad9bc0226cde83637f85b11e448	REJECTED	2023-06-18T08:07:37.807	-	Rationale is not adequate
test	in_love	Being ignored	25		18	28				talk_to_Jan	Yes		Yes	Yes		eu.6340d6bc-57d3-4fc7-8d88-58dfcd03c9e7	15		25	19																								https://platform.toloka.ai/task/39720104/00025e14a8--648ebb669da3f310a130fbfd	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648ebb669da3f310a130fbfd	6fe99fee37188958616b1f35587773b8	REJECTED	2023-06-18T08:08:06.475	-	Rationales are not adequate
test	Angry		Angry	Take jan home				Jan_home			Yes	Yes				eu.6880e252-5ba3-40e1-93e3-f0a057834088	Because game is not loading	Not severe . Just stay in home and rest																										https://platform.toloka.ai/task/39720104/00025e14a8--648ec9ded7c375249d24e8e2	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648ec9ded7c375249d24e8e2	61191c6fde38dd8f0363561f329ab599	REJECTED	2023-06-18T09:09:50.203	-	Rationale is not adequate
test	in_love	Being ignored	asdf		asdf	ff				talk_to_Jan	Yes		Yes	no		eu.5ad219d7-2d02-4442-97d2-f31b1bf0b2c4	fhgh		asedf	asdf																								https://platform.toloka.ai/task/39720104/00025e14a8--648ecd0a1b85d236d9f23d4c	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648ecd0a1b85d236d9f23d4c	03af670395ab0ba37eb7f96dedcd0f56	REJECTED	2023-06-18T09:23:22.390	-	rationale inadequate
test	Angry		Angry	Take jan to hospital 				Jan hospital			Yes	Yes				eu.2a19914e-c731-4aeb-b322-50c413fa3f04	Because i m not able to open up to someone this fast	It could be stress acting up																										https://platform.toloka.ai/task/39720104/00025e14a8--648ed30179f1853cf19d6734	5afc5b61-4996-460e-aff6-d93365ef9b5a	00025e14a8--648ed30179f1853cf19d6734	887aed643646dfb3c599924f3d50e21b	REJECTED	2023-06-18T09:48:49.553	-	rationale inadequate
